YEAR,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1958,,,,,,,6290,6310,6230,6140,5750,5950
1958,,,,,,,6310,6340,6310,6140,5720,5950
1958,,,,,,,6460,6340,6290,6170,5750,6000
1958,,,,,,,6600,6310,6310,6290,5800,6090
1958,,,,,,,6510,6340,6090,6200,5890,6030
1958,,,,,,,6540,6290,6340,6120,5780,6030
1958,,,,,,,6630,6310,6400,6170,5780,6030
1958,,,,,,,6570,6370,6310,6200,5720,6060
1958,,,,,,,6510,6310,6460,6230,5800,5950
1958,,,,,,,6460,6340,6400,6290,5890,5950
1958,,,,,,,6480,6310,6260,6310,5920,5970
1958,,,,,,,6430,6290,6260,6310,5920,5950
1958,,,,,,,6430,6310,6200,6310,5920,5970
1958,,,,,,,6400,6260,6200,6310,5890,5970
1958,,,,,,,6510,6260,6290,6170,5920,5950
1958,,,,,,,6480,6260,6230,6200,5830,5890
1958,,,,,,,6430,6310,6260,6120,5830,5860
1958,,,,,,,6480,6340,6230,6090,5890,5890
1958,,,,,,,6510,6310,6200,6090,5920,5890
1958,,,,,,,6400,6310,6090,6060,5920,5890
1958,,,,,,,6400,6310,6090,6090,5950,5890
1958,,,,,,,6310,6290,6060,6000,5970,5890
1958,,,,,,,6310,6310,6090,6030,5970,5860
1958,,,,,,,6340,6310,6120,6000,5970,5800
1958,,,,,,,6340,6310,6120,5970,5890,5800
1958,,,,,,,6340,6290,6120,5950,5860,5800
1958,,,,,,,6430,6340,6090,5890,5920,5830
1958,,,,,,,6370,6310,6120,5830,5920,5830
1958,,,,,,,6480,6310,6140,5800,5970,5780
1958,,,,,,,6400,6290,6140,5780,5950,5690
1958,,,,,,,6310,6290,,5750,,5720
1959,5490,5320,5380,6460,7450,7420,7330,6770,6460,5890,5970,5920
1959,5550,5380,5470,6480,7420,7450,7280,6770,6460,5890,5970,5890
1959,5490,5440,5440,6510,7390,7420,7250,6800,6340,5890,5970,5920
1959,5470,5380,5440,6510,7420,7480,7250,6770,6340,5890,5970,5890
1959,5490,5380,5470,6510,7420,7450,7220,6770,6340,5860,5970,6000
1959,5490,5410,5470,6510,7450,7450,7310,6680,6340,5860,5970,5970
1959,4960,5440,5520,6480,7450,7450,7250,6650,6340,5890,5970,5950
1959,4730,5440,5470,6600,7450,7390,7250,6650,6340,5890,5970,5970
1959,4640,5410,5470,6820,7420,7450,7250,6650,6340,5890,5970,5970
1959,4760,5410,5490,6740,7420,7450,7250,6650,6260,5890,5970,5970
1959,4700,5300,5490,6740,7450,7480,7250,6680,6260,5860,5950,5970
1959,4760,5270,5490,6740,7450,7480,7250,6650,6260,5890,5970,5970
1959,4760,5320,5610,6740,7480,7450,7220,6460,6260,5890,5970,5970
1959,4730,5350,5610,6740,7450,7480,7250,6460,6260,5890,5950,5970
1959,4760,5350,5640,6880,7450,7480,7190,6460,6260,5860,5970,5970
1959,4790,5320,5640,7140,7480,7450,7190,6460,6260,5890,5950,5950
1959,4840,5350,5690,7160,7450,7480,7220,6460,6120,5890,5970,6120
1959,4840,5300,5720,7160,7450,7480,7190,6430,6120,5890,5970,6120
1959,4960,5320,5780,7140,7450,7500,7220,6460,6120,5860,5950,6120
1959,4900,5350,5890,7250,7480,7420,7250,6460,6120,5890,5890,6120
1959,4980,5380,5860,7330,7450,7420,7250,6460,6120,5890,5920,6120
1959,5040,5410,5860,7450,7450,7450,7250,6460,6060,5890,5920,6120
1959,5040,5380,5950,7480,7420,7450,6910,6460,6060,5970,5890,6120
1959,5010,5380,6000,7450,7450,7450,6910,6460,6030,5950,5920,6120
1959,5040,5410,6060,7480,7450,7480,6910,6460,6000,5970,5890,6200
1959,5040,5380,6060,7480,7450,7450,6910,6460,6000,5970,5920,6200
1959,5130,5380,6260,7480,7450,7450,6910,6460,6000,5950,5890,6200
1959,5210,5410,6030,7480,7420,7480,6910,6460,5970,5970,5920,6200
1959,5240,,6090,7420,7450,7450,6910,6460,6000,5970,5920,6200
1959,5300,,6260,7450,7450,7450,6850,6430,6000,5950,5890,6200
1959,5300,,6340,,7480,,6820,6460,,5970,,6170
1960,6060,6310,6260,6400,7420,7870,7700,7760,6970,6400,5520,5970
1960,6060,6310,6260,6400,7450,7900,7670,7760,7050,6370,5550,5970
1960,6060,6060,6540,6400,7450,7870,7700,7760,7020,6430,5860,5970
1960,6060,6060,6540,6570,7450,7870,7730,7650,6990,6400,5830,5950
1960,6060,6060,6540,6570,7560,7870,7760,7620,6990,6400,5830,5970
1960,6060,6060,6540,6570,7530,7900,7700,7650,6970,6120,5800,5970
1960,6170,6060,6540,6680,7530,7900,7670,7650,7020,6140,5860,5970
1960,6170,6060,6540,6850,7530,7900,7670,7650,6600,6090,5800,5970
1960,6170,6060,6540,6880,7500,7900,7670,7650,6650,5800,5830,5970
1960,6090,6060,6540,6880,7530,7930,7670,7650,6630,5830,5830,5970
1960,5640,6030,6540,6880,7530,7930,7670,7390,6600,5800,5830,5950
1960,5660,6060,6540,6990,7620,7930,7670,7390,6650,5830,5830,5950
1960,5580,6060,6540,6990,7700,7900,7670,7420,6630,5520,5830,5950
1960,5520,6030,6540,7050,7650,7930,7820,7390,6600,5550,5830,5950
1960,5520,6090,6540,7050,7590,8040,7790,7420,6540,5550,5800,5970
1960,5660,6060,6540,7050,7670,8500,7790,7420,6540,5520,5830,5970
1960,5750,6060,6540,7020,7670,8500,7790,7420,6510,5550,5970,5970
1960,5780,6120,6540,7080,7650,8500,7790,7250,6460,5550,5970,5970
1960,5860,6170,6400,7050,7670,8470,7820,7220,6540,5550,5950,5970
1960,6000,6140,6370,7050,7670,8500,7820,7220,6510,5520,5970,5950
1960,6120,6140,6430,7330,7650,8500,7990,7250,6510,5550,5970,5950
1960,6170,6200,6400,7330,7700,8500,7930,7220,6430,5550,5970,5950
1960,6260,6170,6400,7330,7650,8640,7960,7220,6430,5520,5970,5950
1960,6260,6170,6400,7330,7700,8670,7960,7250,6400,5580,5860,5970
1960,6260,6260,6400,7310,7620,8640,7960,7190,6430,5520,5890,5950
1960,6260,6260,6290,7310,7760,8670,7990,7220,6430,5550,5860,5950
1960,6260,6260,6260,7330,7760,8670,7930,7190,6430,5520,5970,5950
1960,6310,6260,6310,7450,7730,8690,7760,7190,6430,5550,5970,5950
1960,6310,6260,6290,7480,7730,8670,7760,7190,6400,5550,5950,5950
1960,6310,,6290,7420,7670,7870,7760,7190,6370,5520,6000,5950
1960,6310,,6290,,7730,,7730,7190,,5550,,5950
1961,5950,6090,6140,5690,7050,7900,7700,7310,7080,6680,6140,6030
1961,5950,6170,6000,5720,7080,7900,7670,7330,7110,6680,6120,6030
1961,5950,6170,6000,6120,7080,7930,7670,7330,7110,6680,6140,6030
1961,5950,5780,5610,6120,7050,7960,7670,7330,7110,6680,6260,6030
1961,5970,5750,5610,6120,7080,7930,7700,7220,7110,6680,6230,6060
1961,5970,6120,6000,6090,6540,7960,7700,7220,7080,6710,6230,6060
1961,5970,6140,6000,6090,6540,7960,7700,7220,7110,6680,6230,6060
1961,5970,6140,6000,5690,6540,7930,7700,7220,7110,6650,6230,6060
1961,5970,6140,6000,5690,6540,7930,7670,7220,7080,6650,6260,5780
1961,5970,6140,6000,6090,6540,8010,7700,7220,7050,6650,6260,5800
1961,5970,5750,5580,6090,6540,7990,7670,7190,7080,6680,6120,6200
1961,5970,5750,5580,6060,6540,8010,7700,7160,7080,6650,6120,6170
1961,5970,6140,6000,6060,6770,8010,7700,7160,7080,6680,6140,6200
1961,5970,6140,6000,6060,6770,8010,7700,7140,7080,6600,6140,6200
1961,5970,6140,6000,6060,6770,8010,7450,7140,7080,6570,6120,6200
1961,5970,6140,6000,6030,6770,8010,7480,7140,6990,6630,6120,5780
1961,5970,6140,5970,6060,6770,7930,7480,7160,6990,6630,6140,5780
1961,5970,5750,5580,6030,6770,7930,7480,7160,6990,6600,6030,6170
1961,5970,5720,5580,6060,6770,7900,7480,7050,6990,6630,6060,6200
1961,5970,6140,6000,6060,7310,7930,7480,7080,6990,6600,6030,6170
1961,5780,6140,5970,6060,7310,7930,7450,7050,6970,6480,6030,6170
1961,5800,6140,6000,6540,7310,7930,7480,7080,6970,6460,6060,6170
1961,6090,6140,6000,6540,7330,7930,7450,7050,6800,6480,6060,6260
1961,6090,6140,5970,6540,7330,7730,7480,7050,6770,6460,6030,5830
1961,6090,5750,5610,6510,7330,7700,7480,7080,6800,6480,6030,5860
1961,6090,5750,5610,6510,7330,7730,7480,7110,6770,6460,6000,6230
1961,6090,6140,6000,6540,7900,7730,7480,7110,6800,6460,6060,6230
1961,5720,6140,6000,6510,7870,7730,7450,7110,6770,6140,6060,6260
1961,5690,,6000,7080,7870,7730,7360,7110,6820,6140,6060,6230
1961,6090,,6140,7050,7900,7730,7330,7110,6680,6120,6060,6060
1961,6090,,6060,,7900,,7310,7110,,6140,,5690
1962,5690,6090,6000,5070,5520,5350,6090,6120,6170,6000,5970,5950
1962,6060,6090,6000,5470,5520,5970,6090,6090,6170,6000,5970,5970
1962,6090,5610,5520,5470,5550,5970,6090,6120,6170,6030,5830,5970
1962,6060,5610,5520,5490,5550,5970,6090,6090,6170,6000,5800,5970
1962,6090,6000,5920,5490,5800,5970,6090,6090,6170,5970,5830,5950
1962,5780,6030,5920,5470,5830,5970,6060,6090,6170,5950,5830,5970
1962,5660,6030,5920,5070,5800,5970,6060,6090,6200,5970,5830,5950
1962,6060,6030,5920,5070,5800,5970,6060,6090,6140,5970,5830,5970
1962,6060,6030,5920,5470,5800,6030,6060,6090,6140,5970,5830,5970
1962,6060,5610,5520,5490,5830,6030,6060,6090,6140,5970,5830,5970
1962,5920,5610,5520,5490,5830,6030,6060,6140,6140,5970,5830,5970
1962,5720,6030,5920,5470,5780,6030,6060,6140,6140,5970,5860,5970
1962,5690,6030,5920,5470,5780,6030,6060,6120,6120,6000,5860,5970
1962,5970,6030,5920,5350,5780,6030,6090,6140,6140,6000,5860,5970
1962,6140,6030,5920,5350,5780,6030,6090,6140,6090,6000,5860,5690
1962,6090,6030,5920,5350,5800,6090,6090,6140,6090,6000,5860,5690
1962,6090,5610,5520,5350,5780,6090,6090,6140,6090,6000,5800,6060
1962,6120,5610,5490,5380,5800,6090,6090,6170,6090,6000,5800,6090
1962,6120,6000,5920,5350,5380,6090,6090,6170,6090,6000,5800,6090
1962,5750,6000,5920,5350,5350,6090,6090,6170,6090,5970,5890,6090
1962,5750,6000,5920,5490,5350,6090,6030,6170,6090,5970,5970,6090
1962,6140,6000,5920,5490,5350,6090,6030,6170,6090,5970,5970,6120
1962,6140,6000,5920,5520,5350,6090,6000,6170,6090,5970,5970,5550
1962,6140,5610,5490,5520,5350,6090,6030,6170,6090,5970,5970,6140
1962,6140,5610,5520,5490,5380,6090,6030,6140,6120,5970,5970,5550
1962,6140,6000,5890,5490,5350,6090,6030,6140,6090,5970,5970,6140
1962,5690,6000,5890,5490,5350,6090,6030,6140,6060,5970,5970,6140
1962,5690,6000,5890,5550,5350,6090,6120,6140,6090,6000,5970,6140
1962,6090,,5890,5520,5350,6090,6120,6140,5970,5950,5970,6090
1962,6090,,5920,5520,5350,6090,6120,6140,6000,5970,5970,5490
1962,6090,,5070,,5350,,6120,6140,,5970,,6090
1963,5490,6710,6060,5520,5320,5720,5920,6170,6060,6090,6090,5950
1963,6090,5440,5320,5520,5320,5750,5920,6170,6060,6090,6090,5950
1963,6090,5440,5320,5520,5320,5750,5920,6120,6060,6090,6090,5950
1963,6090,6030,5920,5520,5320,5750,5920,6120,6060,6090,6090,5950
1963,5640,6030,5920,5520,5320,5750,5950,6120,6060,5780,6090,5950
1963,5470,6030,5920,4900,5320,5750,5950,6120,6060,5780,6090,5950
1963,6060,6030,5920,4900,5320,5750,5950,6120,5970,5780,6090,5950
1963,6060,6030,5920,5490,5320,5800,5950,6120,5970,5780,5950,5950
1963,6060,5440,5320,5520,5320,5800,5950,6120,5970,5780,5610,5950
1963,6060,5440,5320,5550,5320,5800,5950,6120,5970,5780,5610,5950
1963,6060,6030,5920,5520,5320,5800,5950,6120,5970,5780,5610,5950
1963,5470,6030,5920,5520,5320,5800,5950,6120,5970,5660,5610,5950
1963,5470,6030,5920,4930,5320,5800,6170,6120,5970,5660,5610,5950
1963,6090,6030,5920,4930,5320,5800,6170,6120,6030,5690,5610,5580
1963,6090,6030,5920,5520,5320,5890,6170,6120,6030,6230,5610,5550
1963,6090,5440,5040,5520,5320,5890,6170,6120,6030,6230,5610,6140
1963,6090,5440,5040,5520,5320,5890,6170,6140,6030,6230,5610,6120
1963,6090,6030,5640,5520,5320,5890,6170,6140,6030,6230,6090,6120
1963,5490,6030,5640,5520,5320,5890,6170,6140,6030,6090,5800,6090
1963,5490,6030,5640,5350,5320,5890,6090,6140,6030,6090,5610,6120
1963,6090,6030,5640,5350,5320,5890,6090,6170,5950,6090,5610,6120
1963,6090,6030,5640,5350,5320,5920,6090,6140,5950,6090,5610,5520
1963,6090,5440,5010,5350,5320,5920,6090,6140,5950,6090,5610,6120
1963,6090,5440,5010,5350,5320,5920,6090,6140,5950,6090,5610,6120
1963,6090,6030,5640,5380,5320,5920,6090,6140,5950,6090,5610,5520
1963,5490,6030,5640,5380,5320,5920,6090,6140,5950,6090,5800,6120
1963,5490,6030,5640,5350,5320,5920,6170,6140,5950,6120,5950,6120
1963,6090,6060,5640,5350,5320,5920,6170,6140,6090,6090,6090,5520
1963,6090,,5640,5350,5320,5920,6170,6140,6090,6090,6090,5520
1963,6400,,4900,5350,5320,5920,6170,6140,6090,6090,5950,6120
1963,6710,,4930,,5320,,6170,6060,,6090,,6120
1964,6120,5440,5350,5490,4980,5410,5580,5750,5830,5890,5830,5520
1964,6120,5440,5550,5490,4960,5410,5580,5750,5830,5890,5830,5520
1964,6120,6030,5550,5490,4960,5410,5580,5750,5830,5800,5830,5520
1964,5520,6030,5550,4670,4960,5410,5610,5750,5830,5830,5830,5520
1964,5520,6030,5550,4670,4960,5410,5610,5750,5830,5830,5830,5380
1964,6120,6030,5550,5270,4960,5550,5610,5750,5830,5830,5830,5380
1964,6120,6030,5070,5270,4960,5550,5610,5780,5830,5860,5800,5660
1964,6120,5440,5070,5300,4960,5550,5610,5890,5830,5830,5800,5660
1964,6120,5440,5660,5270,4960,5550,5610,5890,5830,5830,5800,5660
1964,6120,6030,5660,5270,4960,5550,5610,5890,5830,5830,5800,5660
1964,5520,6030,5660,5100,5320,5550,5690,5890,5830,5830,5800,5660
1964,5520,6030,5660,5100,5320,5550,5690,5890,5800,5830,5800,5380
1964,6120,6030,5660,5100,5320,5580,5690,5890,5800,5830,5830,5380
1964,6120,6030,5070,5100,5320,5580,5690,5890,5800,5830,5520,5660
1964,6120,5440,5070,5100,5320,5580,5690,5890,5950,5830,5520,5660
1964,6120,5440,5660,5100,5320,5580,5690,5890,5950,5830,5520,5660
1964,6120,6030,5660,5100,5320,5580,5690,5890,5950,5830,5520,5660
1964,5520,6030,5660,4960,5320,5580,5720,5890,5950,5830,5520,5660
1964,5520,6030,5660,4960,5320,5580,5720,5890,5890,5830,5520,4810
1964,6120,6030,5660,4960,5320,5580,5720,5890,5890,5830,5520,4810
1964,6120,6030,5070,4960,5320,5580,5720,5890,5890,5830,5520,5610
1964,6120,5440,5070,4960,5320,5580,5720,5890,5890,5830,5520,5610
1964,6120,5440,5660,4960,5320,5580,5720,5890,5890,5830,5520,5610
1964,6120,6030,5660,4960,5320,5580,5720,5890,5860,5720,5520,5610
1964,5520,6030,5660,4960,5320,5580,5750,5890,5920,5780,5520,4810
1964,5520,6030,5660,4930,5320,5580,5750,5890,5890,5750,5520,4810
1964,6120,6030,5660,4960,5320,5580,5750,5890,5860,5750,5520,4810
1964,6120,6030,4900,4960,5320,5580,5750,5890,5890,5750,5520,5610
1964,6120,5350,4900,4960,5320,5580,5750,5830,5890,5750,5520,5610
1964,6120,,5520,4960,5410,5580,5750,5830,5890,5750,5520,5610
1964,6120,,5490,,5410,,5750,5830,,5830,,5610
1965,4810,5380,5300,5520,4810,4960,5520,5780,5860,5520,5950,6000
1965,4810,5380,5300,5300,4810,4960,5520,5780,5860,5520,5950,6000
1965,4810,5380,5300,4760,5180,4960,5580,5780,5860,5520,5950,6000
1965,5380,5380,5300,4790,5180,4960,5610,5780,5660,5520,5950,5690
1965,5380,5380,5300,5380,5180,5240,5610,5780,5660,5520,5950,5690
1965,5380,4590,4500,5380,5180,5240,5610,5780,5660,5520,5660,6480
1965,5380,4590,4500,5350,5180,5240,5610,5800,5660,5520,5660,6480
1965,5380,5380,5300,5350,4810,5240,5610,5800,5660,5520,5950,6480
1965,4670,5380,5300,5380,4810,5240,5610,5800,5660,5520,5920,6480
1965,4670,5380,5300,5130,5180,5240,5720,5800,5660,5520,5970,6480
1965,5470,5380,5300,5100,5180,5240,5720,5800,5830,5520,5950,5830
1965,5470,5380,5300,5320,5180,5380,5720,5800,5830,5520,5950,5830
1965,5470,4590,4500,5320,5180,5380,5720,5800,5830,5550,5950,6630
1965,5470,4590,4500,5320,5180,5380,5720,5860,5830,5950,5950,6630
1965,5470,5380,5300,5320,4760,5380,5720,5860,5830,5950,5950,6630
1965,4670,5380,5300,5320,4760,5380,5720,5860,5830,5950,5950,6630
1965,4670,5380,5300,4960,4960,5380,5750,5860,5830,5950,5950,6630
1965,5470,5380,5300,4960,4960,5410,5750,5860,5800,5950,5950,6000
1965,5470,5380,5300,5320,4960,5470,5750,5860,5800,5950,5950,6000
1965,5470,4590,4500,5320,4960,5520,5750,5860,5800,5950,5950,6800
1965,5470,4590,4500,5320,4960,5490,5750,5920,5800,5970,5950,6800
1965,5470,5380,5300,5320,4960,5490,5750,5920,5800,5950,5950,6800
1965,4670,5380,5300,5320,4960,5490,5750,5920,5800,5950,5970,6800
1965,4670,5380,5300,4810,4960,5490,5750,5920,5800,5950,5950,6800
1965,5470,5380,5300,4810,4960,5490,5750,5920,5660,5950,5950,6060
1965,5410,5380,5300,5180,4960,5520,5750,5920,5660,5950,5950,6060
1965,5490,4500,4500,5180,4960,5520,5750,5920,5660,5950,6000,6850
1965,5490,4500,4500,5180,4960,5520,5750,5860,5520,5950,6000,6850
1965,5490,,5300,5180,4960,5520,5750,5860,5520,5950,6000,6850
1965,4590,,5300,5180,4960,5520,5750,5860,5520,5660,6000,6850
1965,4590,,5300,,4960,,5780,5860,,5660,,6850
1966,5920,6600,6600,6910,6400,5780,6140,6230,6230,6140,6120,5860
1966,5920,6600,6600,6650,6400,5780,6170,6230,6230,6140,6310,5860
1966,6710,6600,6600,6650,6400,5780,6170,6230,6260,6140,6120,5380
1966,6710,6600,6600,6650,6400,5890,6170,6230,6260,6140,6120,5380
1966,6710,5720,5950,6650,6400,5890,6170,6230,6260,6140,6120,6170
1966,6710,5720,5950,6650,6400,5890,6170,6230,6260,6140,6120,6170
1966,6710,6510,6740,6650,6090,5890,6170,6230,6260,6140,6120,6170
1966,5800,6510,6740,6650,6090,5890,6170,6230,6260,6120,6120,6170
1966,5780,6510,6740,6710,6090,5950,6230,6230,6260,6120,6120,6170
1966,6340,6510,6740,6710,6090,5890,6230,6230,6260,6120,6120,5410
1966,6340,6510,6740,6710,6090,6000,6230,6230,6260,6120,6120,5410
1966,6200,5610,6680,6710,6090,5950,6230,6230,6260,6120,6120,6200
1966,6400,5610,6680,6710,6090,6000,6290,6260,6260,6120,6120,6200
1966,6340,6400,6680,6710,5920,6000,6230,6260,6260,6120,6120,6200
1966,5780,6400,6680,6710,5920,6000,6230,6260,6260,6120,5890,6200
1966,5780,6400,6680,6600,5920,6030,6230,6260,6260,6120,5890,6200
1966,6340,6400,6680,6600,5920,6000,6170,6260,6260,6120,5890,5750
1966,6340,6400,6680,6600,5920,6140,6230,6260,6260,6120,5890,5750
1966,6340,5800,6650,6600,5920,6140,6230,6290,6260,6120,5890,6540
1966,6570,5800,6650,6600,5920,6140,6230,6230,6400,6120,5890,6540
1966,6570,6600,6650,6600,5800,6140,6230,6200,6260,6120,5890,6540
1966,5750,6600,6650,6680,5800,6140,6230,6230,6260,6120,5890,6540
1966,5750,6600,6650,6510,5800,6140,6230,6230,6260,6120,5890,6540
1966,6540,6600,6630,6430,5800,6290,6230,6230,6290,6120,5890,6430
1966,6540,6600,6650,6510,5800,6140,6230,6230,6140,6120,5890,6030
1966,6540,5800,6120,6510,5800,6000,6230,6230,6290,6120,5860,6000
1966,6540,5800,6120,6740,5800,6140,6230,6230,6290,6120,5860,6460
1966,6540,6600,6910,6510,5780,6140,6230,6230,6290,6120,5860,6460
1966,5800,,6910,6510,5780,6140,6230,6230,6290,6120,5860,6460
1966,5800,,6940,6400,5780,6140,6230,6230,6290,6140,5860,6680
1966,6600,,6880,,5780,,6230,6230,,6120,,6370
1967,5970,6510,6630,4980,6310,6290,6140,6510,6600,6400,7560,8070
1967,5950,6510,6630,4980,6310,6290,6140,6510,6800,6540,7560,8040
1967,6630,6510,6630,5780,6310,6340,6140,6510,6800,6540,7560,8040
1967,6400,6000,5660,5780,6310,6340,6140,6510,6800,6540,7650,8040
1967,6400,6000,5660,5780,6310,6340,6140,6510,6800,6540,7650,8040
1967,6630,6800,6460,5780,6200,6340,6140,6510,6800,6540,7650,8040
1967,5660,6800,6460,5780,6200,6340,6140,6510,6800,6940,7650,8040
